User Selection,Task Size,Offloading Ratio,Delay,UAV Hover Location X,UAV Hover Location Y
3,2516879,0.00,12.58,0.00,100.00
2,2201743,0.01,10.95,0.00,100.00
3,2263807,0.00,11.32,0.00,100.00
2,2181828,0.05,10.31,0.00,100.00
3,2298390,0.05,10.95,0.00,100.00
2,2385021,0.00,11.93,0.00,100.00
3,2492890,0.00,12.46,100.00,68.48
2,2137139,0.05,10.15,100.00,68.48
3,2527226,0.00,12.64,100.00,100.00
3,2562370,0.00,12.81,32.95,100.00
3,2437081,0.00,12.19,28.95,100.00
3,2462952,0.00,12.31,28.95,100.00
2,2513497,0.00,12.57,100.00,100.00
2,2308050,0.01,11.38,100.00,100.00
2,2604337,0.00,13.02,72.04,100.00
3,2150139,0.00,10.75,100.00,86.06
2,2300159,0.00,11.50,99.48,87.81
2,2315339,0.00,11.58,99.48,87.81
3,2215920,0.00,11.04,86.01,100.00
3,2255290,0.00,11.28,25.68,100.00
3,2578483,0.09,11.74,0.00,100.00
3,2529274,0.00,12.65,0.00,100.00
2,2485325,0.00,12.43,0.00,100.00
2,2621362,0.01,13.02,0.00,100.00
2,2297295,0.00,11.48,0.00,100.00
2,2492226,0.07,11.65,100.00,100.00
2,2312539,0.05,11.00,28.02,100.00
2,2431497,0.00,12.16,100.00,100.00
2,2367522,0.00,11.84,80.53,100.00
3,2188863,0.00,10.94,80.53,100.00
2,2195485,0.00,10.98,0.00,0.00
3,2230505,0.00,11.15,0.00,0.00
2,2450875,0.02,12.07,0.00,0.00
3,2340746,0.00,11.70,100.00,52.94
3,2219526,0.00,11.10,100.00,52.94
2,2457528,0.01,12.22,100.00,52.94
3,2421358,0.00,12.11,100.00,52.94
2,2141359,0.06,10.06,100.00,69.62
2,2343469,0.05,11.15,50.02,100.00
2,2424724,0.01,11.94,61.77,0.00
3,2602176,0.00,13.01,47.92,46.78
2,2304777,0.02,11.25,47.92,46.78
3,2122351,0.00,10.61,47.92,46.78
3,2605297,0.02,12.78,47.92,46.78
3,2520674,0.00,12.60,47.92,46.78
2,2265452,0.00,11.33,53.79,0.00
3,2560986,0.03,12.39,53.79,0.00
3,2287885,0.05,10.86,53.79,0.00
3,2475482,0.06,11.68,53.79,0.00
3,2558670,0.15,10.91,53.79,0.00
3,2592964,0.00,12.96,0.00,100.00
2,2527167,0.00,12.64,0.00,100.00
2,2410919,0.00,12.05,0.00,100.00
2,2256229,0.00,11.28,0.00,100.00
3,2105495,0.00,10.53,0.00,100.00
2,2300210,0.00,11.50,0.00,100.00
3,2262303,0.00,11.28,0.00,100.00
3,2342955,0.00,11.71,0.00,100.00
3,2347572,0.00,11.74,23.34,72.02
3,2253558,0.00,11.27,0.00,23.23
3,2128366,0.05,10.12,0.00,100.00
2,2192831,0.06,10.32,0.00,100.00
3,2328187,0.00,11.64,0.00,100.00
2,2555668,0.03,12.41,0.00,100.00
3,2187223,0.04,10.45,0.00,100.00
2,2353718,0.00,11.77,100.00,0.00
3,2289100,0.00,11.45,100.00,0.00
3,2591218,0.00,12.96,73.79,0.00
2,2204720,0.07,10.28,0.00,0.00
3,2295498,0.00,11.48,0.00,0.00
2,2314911,0.07,10.73,0.00,100.00
3,2261958,0.02,11.05,0.00,100.00
3,2365169,0.06,11.11,0.00,100.00
3,2101263,0.08,9.69,0.00,100.00
2,2207848,0.00,11.04,0.00,100.00
2,2249854,0.00,11.25,0.00,0.00
3,2250030,0.08,10.32,0.00,0.00
3,2250994,0.05,10.66,64.54,100.00
2,2317417,0.00,11.59,64.54,100.00
2,2244419,0.01,11.13,100.00,100.00
3,2620993,0.00,13.10,0.00,100.00
3,2310111,0.05,10.97,0.00,100.00
3,2381180,0.02,11.63,0.00,100.00
3,2117303,0.02,10.34,0.00,100.00
2,2148855,0.00,10.74,0.00,100.00
2,2429497,0.04,11.65,100.00,100.00
3,2342450,0.00,11.71,100.00,100.00
